Date,Article_ID,Country_Code,Sold_Units
20180131,332,FI,1
20180204,332,FI,3
20180205,332,FI,3
20180206,332,FI,1
20180210,332,FI,1
20180211,332,FI,1
20180212,332,FI,1
20180214,332,FI,2
20180219,332,FI,1
20180220,332,FI,1
20180221,332,FI,1
20180224,332,FI,2
20180225,332,FI,1
20180301,332,FI,1
20180303,332,FI,2
20180304,332,FI,1
20180305,332,FI,2
20180306,332,FI,1
20180307,332,FI,1
20180312,332,FI,1
20180315,332,FI,1
20180316,332,FI,2
20180317,332,FI,2
20180318,332,FI,1
20180319,332,FI,2
20180321,332,FI,1
20180322,332,FI,1
20180330,332,FI,1
20180401,332,FI,1
20180403,332,FI,1
20180406,332,FI,1
20180408,332,FI,1
20180410,332,FI,2
20180411,332,FI,2
20180412,332,FI,1
20180414,332,FI,2
20180415,332,FI,3
20180416,332,FI,2
20180417,332,FI,1
20180419,332,FI,1
20180425,332,FI,2
20180426,332,FI,1
20180427,332,FI,1
20180429,332,FI,1
20180501,332,FI,1
20180503,332,FI,3
20180504,332,FI,1
20180505,332,FI,2
20180506,332,FI,2
20180507,332,FI,2
20180508,332,FI,3
20180509,332,FI,3
20180510,332,FI,2
20180511,332,FI,3
20180512,332,FI,3
20180513,332,FI,3
20180514,332,FI,4
20180515,332,FI,1
20180516,332,FI,3
20180517,332,FI,3
20180519,332,FI,1
20180520,332,FI,7
20180521,332,FI,4
20180522,332,FI,7
20180523,332,FI,2
20180524,332,FI,2
20180526,332,FI,1
20180527,332,FI,4
20180528,332,FI,2
20180529,332,FI,4
20180530,332,FI,1
20180531,332,FI,1
20180602,332,FI,1
20180604,332,FI,1
20180605,332,FI,1
20180606,332,FI,1
20180607,332,FI,1
20180608,332,FI,1
20180611,332,FI,2
20180612,332,FI,1
20180613,332,FI,2
20180614,332,FI,3
20180615,332,FI,3
20180617,332,FI,4
20180618,332,FI,1
20180619,332,FI,2
20180623,332,FI,1
20180625,332,FI,1
20180626,332,FI,2
20180703,332,FI,1
20180706,332,FI,1
20180707,332,FI,1
20180708,332,FI,1
20180709,332,FI,5
20180710,332,FI,2
20180711,332,FI,1
20180713,332,FI,1
20180715,332,FI,3
20180717,332,FI,3
20180719,332,FI,1
20180720,332,FI,2
20180721,332,FI,1
20180722,332,FI,2
20180723,332,FI,1
20180724,332,FI,1
20180725,332,FI,1
20180726,332,FI,1
20180727,332,FI,1
20180728,332,FI,1
20180730,332,FI,1
20180801,332,FI,1
20180803,332,FI,2
20180804,332,FI,1
20180805,332,FI,1
20180806,332,FI,2
20180809,332,FI,2
20180814,332,FI,1
20180815,332,FI,1
20180818,332,FI,1
20180820,332,FI,1
20180822,332,FI,1
20180826,332,FI,1
20180902,332,FI,1
20180906,332,FI,1
20180918,332,FI,2
20180921,332,FI,2
20180923,332,FI,1
20180930,332,FI,1
20181006,332,FI,1
20181009,332,FI,1
20181013,332,FI,2
20181014,332,FI,1
20181019,332,FI,1
20181020,332,FI,1
20181022,332,FI,2
20181024,332,FI,2
20181025,332,FI,2
20181026,332,FI,2
20181027,332,FI,1
20181030,332,FI,1
20181031,332,FI,1
20181102,332,FI,1
20181103,332,FI,3
20181106,332,FI,1
20181107,332,FI,1
20181108,332,FI,1
20181114,332,FI,1
20181117,332,FI,1
20181121,332,FI,1
20181122,332,FI,1
20181123,332,FI,4
20181202,332,FI,1
20181203,332,FI,1
20181206,332,FI,1
20181208,332,FI,2
20181209,332,FI,1
20181210,332,FI,1
20181211,332,FI,1
20181213,332,FI,1
20181214,332,FI,1
20181216,332,FI,1
20181220,332,FI,1
20181223,332,FI,1
20181229,332,FI,2
20190101,332,FI,1
20190102,332,FI,1
20190108,332,FI,3
20190110,332,FI,6
20190112,332,FI,2
20190113,332,FI,1
20190115,332,FI,1
20190116,332,FI,1
20190120,332,FI,3
20190121,332,FI,5
20190124,332,FI,1
20190127,332,FI,3
20190128,332,FI,5
20190130,332,FI,1
20190131,332,FI,1
20190202,332,FI,2
20190203,332,FI,2
20190204,332,FI,1
20190207,332,FI,1
20190209,332,FI,3
20190210,332,FI,3
20190212,332,FI,2
20190213,332,FI,3
20170701,362,FI,1
20170703,362,FI,1
20170706,362,FI,2
20170709,362,FI,1
20170710,362,FI,1
20170711,362,FI,1
20170712,362,FI,1
20170713,362,FI,3
20170714,362,FI,1
20170715,362,FI,1
20170716,362,FI,1
20170717,362,FI,9
20170718,362,FI,6
20170719,362,FI,3
20170720,362,FI,2
20170721,362,FI,1
20170722,362,FI,1
20170723,362,FI,1
20170724,362,FI,1
20170725,362,FI,1
20170726,362,FI,1
20170727,362,FI,4
20170728,362,FI,3
20170729,362,FI,1
20170730,362,FI,3
20170801,362,FI,1
20170802,362,FI,2
20170803,362,FI,1
20170805,362,FI,1
20170806,362,FI,1
20170810,362,FI,2
20170811,362,FI,1
20170812,362,FI,2
20170813,362,FI,1
20170815,362,FI,1
20170816,362,FI,1
20170819,362,FI,1
20170820,362,FI,1
20170821,362,FI,2
20170822,362,FI,1
20170824,362,FI,1
20170825,362,FI,1
20170828,362,FI,3
20170830,362,FI,1
20170901,362,FI,1
20170902,362,FI,1
20170903,362,FI,1
20170920,362,FI,1
20171020,362,FI,1
20171024,362,FI,1
20171115,362,FI,2
20171116,362,FI,2
20171118,362,FI,1
20171122,362,FI,1
20171123,362,FI,1
20171124,362,FI,1
20171126,362,FI,2
20171127,362,FI,1
20171130,362,FI,1
20171202,362,FI,1
20171204,362,FI,2
20171212,362,FI,4
20171213,362,FI,1
20171223,362,FI,1
20171225,362,FI,2
20171226,362,FI,1
20171228,362,FI,1
20171229,362,FI,1
20171230,362,FI,2
20171231,362,FI,2
20180101,362,FI,2
20180102,362,FI,2
20180103,362,FI,1
20180104,362,FI,2
20180106,362,FI,1
20180109,362,FI,1
20180111,362,FI,2
20180116,362,FI,1
20180117,362,FI,1
20180118,362,FI,2
20180122,362,FI,1
20180127,362,FI,1
20180204,362,FI,1
20180206,362,FI,1
20180207,362,FI,1
20180208,362,FI,1
20180209,362,FI,1
20180211,362,FI,4
20180212,362,FI,3
20180213,362,FI,1
20180216,362,FI,1
20180217,362,FI,3
20180218,362,FI,1
20180220,362,FI,2
20180221,362,FI,1
20180222,362,FI,1
20180225,362,FI,1
20180226,362,FI,2
20180301,362,FI,2
20180302,362,FI,1
20180303,362,FI,1
20180306,362,FI,1
20180308,362,FI,1
20180310,362,FI,1
20180311,362,FI,3
20180312,362,FI,2
20180315,362,FI,2
20180316,362,FI,2
20180318,362,FI,1
20180321,362,FI,2
20180322,362,FI,2
20180324,362,FI,1
20180325,362,FI,1
20180326,362,FI,1
20180329,362,FI,1
20180330,362,FI,1
20180402,362,FI,1
20180404,362,FI,3
20180405,362,FI,4
20180407,362,FI,2
20180409,362,FI,1
20180410,362,FI,1
20180411,362,FI,2
20180416,362,FI,1
20180417,362,FI,1
20180418,362,FI,2
20180420,362,FI,1
20180422,362,FI,3
20180425,362,FI,1
20180426,362,FI,1
20180427,362,FI,1
20180429,362,FI,1
20180503,362,FI,2
20180505,362,FI,1
20180506,362,FI,2
20180508,362,FI,1
20180509,362,FI,2
20180510,362,FI,2
20180512,362,FI,1
20180515,362,FI,3
20180517,362,FI,2
20180519,362,FI,1
20180521,362,FI,2
20180523,362,FI,1
20180524,362,FI,1
20180526,362,FI,2
20180527,362,FI,1
20180528,362,FI,3
20180530,362,FI,2
20180604,362,FI,3
20180605,362,FI,1
20180612,362,FI,1
20180613,362,FI,1
20180614,362,FI,1
20180615,362,FI,2
20180616,362,FI,2
20180617,362,FI,2
20180618,362,FI,5
20180619,362,FI,1
20180620,362,FI,2
20180621,362,FI,1
20180622,362,FI,2
20180625,362,FI,1
20180626,362,FI,2
20180627,362,FI,1
20180629,362,FI,3
20180702,362,FI,2
20180705,362,FI,1
20180706,362,FI,1
20180707,362,FI,1
20180708,362,FI,1
20180713,362,FI,1
20180714,362,FI,1
20180715,362,FI,3
20180723,362,FI,1
20180724,362,FI,1
20180726,362,FI,1
20180729,362,FI,2
20180731,362,FI,2
20180804,362,FI,1
20180805,362,FI,2
20180806,362,FI,1
20180807,362,FI,1
20180810,362,FI,3
20180812,362,FI,1
20180815,362,FI,3
20180817,362,FI,1
20180818,362,FI,1
20180819,362,FI,1
20180822,362,FI,1
20180823,362,FI,1
20180824,362,FI,3
20180826,362,FI,1
20180828,362,FI,1
20180829,362,FI,3
20180905,362,FI,1
20180906,362,FI,1
20180908,362,FI,1
20180911,362,FI,2
20180912,362,FI,1
20180913,362,FI,1
20180916,362,FI,1
20180921,362,FI,2
20180922,362,FI,2
20180923,362,FI,1
20180928,362,FI,1
20180930,362,FI,1
20181008,362,FI,1
20181018,362,FI,3
20181020,362,FI,1
20181023,362,FI,3
20181024,362,FI,2
20181028,362,FI,3
20181030,362,FI,1
20181101,362,FI,2
20181104,362,FI,1
20181108,362,FI,1
20181109,362,FI,1
20181115,362,FI,1
20181118,362,FI,3
20181120,362,FI,1
20181121,362,FI,2
20181123,362,FI,1
20181126,362,FI,3
20181127,362,FI,1
20181129,362,FI,1
20181130,362,FI,1
20181201,362,FI,2
20181202,362,FI,1
20181203,362,FI,1
20181214,362,FI,2
20181216,362,FI,1
20181218,362,FI,1
20181219,362,FI,1
20181222,362,FI,1
20181225,362,FI,1
20181226,362,FI,1
20181229,362,FI,2
20190105,362,FI,2
20190106,362,FI,1
20190113,362,FI,1
20190118,362,FI,2
20190127,362,FI,1
20190202,362,FI,2
20190206,362,FI,1
20190210,362,FI,1
20170131,409,FI,1
20170202,409,FI,1
20170205,409,FI,1
20170208,409,FI,1
20170212,409,FI,1
20170219,409,FI,2
20170221,409,FI,1
20170225,409,FI,2
20170226,409,FI,1
20170303,409,FI,2
20170307,409,FI,1
20170308,409,FI,2
20170309,409,FI,3
20170311,409,FI,2
20170313,409,FI,1
20170317,409,FI,1
20170328,409,FI,1
20170330,409,FI,1
20170331,409,FI,1
20170411,409,FI,1
20170421,409,FI,1
20170507,409,FI,2
20170508,409,FI,1
20170509,409,FI,1
20170512,409,FI,1
20170513,409,FI,1
20170515,409,FI,1
20170517,409,FI,1
20170519,409,FI,1
20170521,409,FI,1
20170522,409,FI,1
20170524,409,FI,3
20170526,409,FI,1
20170531,409,FI,2
20170602,409,FI,3
20170608,409,FI,1
20170611,409,FI,1
20170615,409,FI,1
20170626,409,FI,2
20170703,409,FI,1
20170704,409,FI,2
20170705,409,FI,2
20170712,409,FI,1
20170720,409,FI,1
20170722,409,FI,2
20170724,409,FI,1
20170730,409,FI,1
20170804,409,FI,1
20170808,409,FI,1
20170811,409,FI,1
20170815,409,FI,1
20170819,409,FI,1
20170902,409,FI,1
20170907,409,FI,2
20170908,409,FI,3
20170910,409,FI,3
20170911,409,FI,1
20170925,409,FI,1
20170927,409,FI,1
20171004,409,FI,2
20171005,409,FI,3
20171008,409,FI,1
20171009,409,FI,4
20171010,409,FI,1
20171014,409,FI,1
20171018,409,FI,2
20171021,409,FI,1
20171022,409,FI,1
20171030,409,FI,1
20171031,409,FI,1
20171106,409,FI,1
20171112,409,FI,1
20171114,409,FI,1
20171119,409,FI,1
20171122,409,FI,1
20171124,409,FI,4
20171125,409,FI,1
20171126,409,FI,2
20171127,409,FI,3
20171210,409,FI,1
20171214,409,FI,1
20171218,409,FI,1
20171223,409,FI,1
20171225,409,FI,1
20171227,409,FI,1
20171228,409,FI,1
20180103,409,FI,1
20180104,409,FI,2
20180106,409,FI,2
20180110,409,FI,2
20180111,409,FI,2
20180204,409,FI,1
20180209,409,FI,1
20180221,409,FI,1
20180227,409,FI,4
20180228,409,FI,6
20180302,409,FI,1
20180305,409,FI,2
20180307,409,FI,1
20180311,409,FI,1
20180319,409,FI,1
20180323,409,FI,1
20180327,409,FI,1
20180330,409,FI,1
20180403,409,FI,1
20180405,409,FI,1
20180409,409,FI,2
20180417,409,FI,3
20180425,409,FI,1
20180426,409,FI,1
20180428,409,FI,3
20180503,409,FI,1
20180504,409,FI,1
20180505,409,FI,1
20180506,409,FI,2
20180508,409,FI,1
20180510,409,FI,1
20180511,409,FI,1
20180514,409,FI,1
20180515,409,FI,4
20180516,409,FI,1
20180518,409,FI,2
20180521,409,FI,1
20180524,409,FI,2
20180526,409,FI,3
20180601,409,FI,1
20180604,409,FI,3
20180607,409,FI,1
20180610,409,FI,2
20180617,409,FI,1
20180618,409,FI,1
20180619,409,FI,2
20180621,409,FI,2
20180624,409,FI,4
20180626,409,FI,2
20180627,409,FI,1
20180706,409,FI,1
20180707,409,FI,1
20180709,409,FI,2
20180710,409,FI,1
20180711,409,FI,2
20180713,409,FI,1
20180715,409,FI,2
20180718,409,FI,1
20180724,409,FI,2
20180726,409,FI,2
20180727,409,FI,1
20180801,409,FI,1
20180814,409,FI,1
20180815,409,FI,1
20180818,409,FI,1
20180819,409,FI,1
20180822,409,FI,1
20180823,409,FI,1
20180824,409,FI,1
20180825,409,FI,1
20180828,409,FI,1
20180901,409,FI,3
20180902,409,FI,1
20180903,409,FI,1
20180907,409,FI,1
20180910,409,FI,3
20180911,409,FI,1
20180912,409,FI,1
20180914,409,FI,1
20180915,409,FI,1
20180916,409,FI,1
20180918,409,FI,1
20180920,409,FI,1
20180924,409,FI,2
20180925,409,FI,1
20180927,409,FI,1
20180928,409,FI,1
20180930,409,FI,1
20181003,409,FI,1
20181004,409,FI,1
20181009,409,FI,1
20181011,409,FI,4
20181101,409,FI,1
20181103,409,FI,1
20181104,409,FI,4
20181108,409,FI,2
20181109,409,FI,4
20181111,409,FI,1
20181112,409,FI,2
20181115,409,FI,1
20181118,409,FI,3
20181122,409,FI,3
20181123,409,FI,7
20181125,409,FI,1
20181126,409,FI,1
20181127,409,FI,5
20181128,409,FI,1
20181211,409,FI,1
20181217,409,FI,3
20181228,409,FI,1
20181229,409,FI,1
20181231,409,FI,1
20190103,409,FI,1
20190108,409,FI,1
20190110,409,FI,1
20190113,409,FI,2
20190118,409,FI,3
20190124,409,FI,1
20190126,409,FI,2
20190127,409,FI,2
20190129,409,FI,1
20190130,409,FI,3
20190131,409,FI,1
20190202,409,FI,1
20190203,409,FI,1
20190209,409,FI,1
20170103,5984,FI,2
20170104,5984,FI,3
20170105,5984,FI,1
20170106,5984,FI,4
20170108,5984,FI,1
20170109,5984,FI,1
20170110,5984,FI,4
20170111,5984,FI,2
20170112,5984,FI,2
20170113,5984,FI,1
20170114,5984,FI,1
20170117,5984,FI,2
20170119,5984,FI,1
20170120,5984,FI,3
20170122,5984,FI,1
20170123,5984,FI,1
20170126,5984,FI,2
20170130,5984,FI,2
20170201,5984,FI,2
20170202,5984,FI,1
20170203,5984,FI,1
20170207,5984,FI,1
20170208,5984,FI,1
20170210,5984,FI,2
20170211,5984,FI,1
20170215,5984,FI,1
20170216,5984,FI,1
20170220,5984,FI,1
20170301,5984,FI,2
20170302,5984,FI,1
20170304,5984,FI,1
20170305,5984,FI,3
20170306,5984,FI,4
20170307,5984,FI,1
20170308,5984,FI,1
20170310,5984,FI,2
20170312,5984,FI,1
20170313,5984,FI,2
20170314,5984,FI,2
20170315,5984,FI,2
20170316,5984,FI,1
20170317,5984,FI,2
20170318,5984,FI,3
20170320,5984,FI,2
20170321,5984,FI,1
20170323,5984,FI,1
20170325,5984,FI,1
20170326,5984,FI,3
20170328,5984,FI,1
20170329,5984,FI,2
20170330,5984,FI,2
20170331,5984,FI,1
20170401,5984,FI,1
20170402,5984,FI,3
20170403,5984,FI,3
20170407,5984,FI,1
20170409,5984,FI,1
20170413,5984,FI,2
20170414,5984,FI,3
20170420,5984,FI,1
20170422,5984,FI,2
20170423,5984,FI,1
20170424,5984,FI,1
20170430,5984,FI,1
20170504,5984,FI,2
20170509,5984,FI,2
20170510,5984,FI,1
20170512,5984,FI,1
20170522,5984,FI,1
20170524,5984,FI,1
20170531,5984,FI,1
20170624,5984,FI,2
20170701,5984,FI,1
20170702,5984,FI,1
20170703,5984,FI,1
20170712,5984,FI,1
20170713,5984,FI,1
20170724,5984,FI,1
20170726,5984,FI,1
20170730,5984,FI,1
20170804,5984,FI,1
20170805,5984,FI,1
20170807,5984,FI,1
20170813,5984,FI,1
20170817,5984,FI,2
20170819,5984,FI,1
20170821,5984,FI,2
20170826,5984,FI,1
20170828,5984,FI,1
20170901,5984,FI,1
20170902,5984,FI,1
20170903,5984,FI,2
20170904,5984,FI,1
20170905,5984,FI,1
20170907,5984,FI,1
20170908,5984,FI,1
20170909,5984,FI,1
20170910,5984,FI,1
20170914,5984,FI,1
20170917,5984,FI,1
20170922,5984,FI,1
20170923,5984,FI,1
20170924,5984,FI,1
20170926,5984,FI,1
20170928,5984,FI,1
20170929,5984,FI,1
20170930,5984,FI,1
20171002,5984,FI,1
20171006,5984,FI,1
20171012,5984,FI,1
20171017,5984,FI,1
20171023,5984,FI,1
20171031,5984,FI,2
20171104,5984,FI,1
20171105,5984,FI,1
20171111,5984,FI,2
20171112,5984,FI,1
20171113,5984,FI,1
20171114,5984,FI,1
20171116,5984,FI,1
20171119,5984,FI,1
20171122,5984,FI,2
20171123,5984,FI,1
20171124,5984,FI,1
20171126,5984,FI,1
20171204,5984,FI,1
20171207,5984,FI,1
20171217,5984,FI,4
20171218,5984,FI,1
20171226,5984,FI,1
20171229,5984,FI,3
20171230,5984,FI,1
20171231,5984,FI,1
20180102,5984,FI,4
20180103,5984,FI,1
20180105,5984,FI,2
20180106,5984,FI,3
20180110,5984,FI,1
20180112,5984,FI,1
20180114,5984,FI,2
20180116,5984,FI,4
20180117,5984,FI,2
20180118,5984,FI,1
20180123,5984,FI,2
20180127,5984,FI,1
20180129,5984,FI,1
20180131,5984,FI,1
20180206,5984,FI,2
20180207,5984,FI,1
20180209,5984,FI,1
20180210,5984,FI,1
20180213,5984,FI,1
20180220,5984,FI,1
20180223,5984,FI,1
20180224,5984,FI,2
20180225,5984,FI,1
20180228,5984,FI,1
20180310,5984,FI,1
20180319,5984,FI,1
20180321,5984,FI,1
20180322,5984,FI,1
20180324,5984,FI,1
20180325,5984,FI,1
20180409,5984,FI,1
20180410,5984,FI,1
20180411,5984,FI,1
20180412,5984,FI,1
20180414,5984,FI,1
20180415,5984,FI,1
20180417,5984,FI,1
20180418,5984,FI,1
20180422,5984,FI,1
20180503,5984,FI,1
20180506,5984,FI,2
20180508,5984,FI,1
20180509,5984,FI,1
20180511,5984,FI,1
20180514,5984,FI,1
20180515,5984,FI,1
20180516,5984,FI,1
20180520,5984,FI,1
20180529,5984,FI,1
20180531,5984,FI,1
20180602,5984,FI,1
20180603,5984,FI,1
20180613,5984,FI,2
20180615,5984,FI,2
20180616,5984,FI,1
20180617,5984,FI,2
20180626,5984,FI,3
20180628,5984,FI,1
20180702,5984,FI,1
20180703,5984,FI,1
20180707,5984,FI,1
20180710,5984,FI,1
20180711,5984,FI,1
20180725,5984,FI,1
20180727,5984,FI,1
20180729,5984,FI,1
20180731,5984,FI,1
20180803,5984,FI,2
20180804,5984,FI,1
20180807,5984,FI,1
20180809,5984,FI,1
20180810,5984,FI,1
20180815,5984,FI,1
20180822,5984,FI,1
20180825,5984,FI,2
20180829,5984,FI,1
20180831,5984,FI,2
20180902,5984,FI,1
20180905,5984,FI,1
20180906,5984,FI,1
20180913,5984,FI,1
20180917,5984,FI,2
20180919,5984,FI,2
20180920,5984,FI,2
20180921,5984,FI,1
20180924,5984,FI,1
20180926,5984,FI,1
20180927,5984,FI,1
20180928,5984,FI,1
20180929,5984,FI,1
20181002,5984,FI,2
20181003,5984,FI,1
20181004,5984,FI,2
20181007,5984,FI,1
20181010,5984,FI,1
20181011,5984,FI,1
20181015,5984,FI,1
20181016,5984,FI,1
20181023,5984,FI,1
20181025,5984,FI,1
20181028,5984,FI,1
20181029,5984,FI,1
20181102,5984,FI,2
20181104,5984,FI,1
20181106,5984,FI,1
20181108,5984,FI,2
20181109,5984,FI,1
20181111,5984,FI,2
20181113,5984,FI,1
20181114,5984,FI,1
20181115,5984,FI,1
20181117,5984,FI,2
20181118,5984,FI,2
20181119,5984,FI,1
20181120,5984,FI,1
20181121,5984,FI,1
20181122,5984,FI,14
20181123,5984,FI,8
20181126,5984,FI,2
20181129,5984,FI,2
20181130,5984,FI,1
20181208,5984,FI,2
20181209,5984,FI,3
20181212,5984,FI,2
20181213,5984,FI,2
20181214,5984,FI,1
20181216,5984,FI,1
20181219,5984,FI,1
20181220,5984,FI,2
20181222,5984,FI,2
20181225,5984,FI,1
20181226,5984,FI,1
20181227,5984,FI,2
20181228,5984,FI,1
20181229,5984,FI,1
20181231,5984,FI,1
20190101,5984,FI,2
20190102,5984,FI,2
20190104,5984,FI,2
20190109,5984,FI,2
20190111,5984,FI,1
20190113,5984,FI,4
20190114,5984,FI,1
20190115,5984,FI,1
20190117,5984,FI,1
20190118,5984,FI,2
20190120,5984,FI,2
20190121,5984,FI,2
20190122,5984,FI,2
20190125,5984,FI,1
20190126,5984,FI,1
20190127,5984,FI,1
20190128,5984,FI,1
20190203,5984,FI,1
20190204,5984,FI,1
20190213,5984,FI,1
20170628,362,FR,1
20170704,362,FR,1
20170710,362,FR,1
20170711,362,FR,2
20170713,362,FR,2
20170714,362,FR,2
20170715,362,FR,2
20170716,362,FR,1
20170717,362,FR,2
20170719,362,FR,1
20170720,362,FR,2
20170721,362,FR,1
20170724,362,FR,2
20170725,362,FR,2
20170727,362,FR,1
20170728,362,FR,2
20170729,362,FR,1
20170730,362,FR,4
20170805,362,FR,2
20170807,362,FR,1
20170808,362,FR,1
20170810,362,FR,1
20170813,362,FR,2
20170814,362,FR,2
20170816,362,FR,1
20170818,362,FR,1
20170819,362,FR,1
20170823,362,FR,2
20170824,362,FR,1
20170829,362,FR,1
20170830,362,FR,1
20170831,362,FR,3
20170901,362,FR,1
20170903,362,FR,2
20170907,362,FR,3
20170908,362,FR,1
20170909,362,FR,1
20170910,362,FR,3
20170912,362,FR,2
20170913,362,FR,2
20170916,362,FR,1
20170918,362,FR,2
20170921,362,FR,1
20170922,362,FR,1
20170926,362,FR,1
20171002,362,FR,1
20171004,362,FR,1
20171005,362,FR,1
20171008,362,FR,1
20171022,362,FR,1
20171120,362,FR,1
20171122,362,FR,1
20171124,362,FR,1
20171127,362,FR,1
20171128,362,FR,1
20171130,362,FR,1
20171203,362,FR,1
20171204,362,FR,1
